1234,0,3249,69,2,64,71.88,SPT
279,0,1206,92,0,92,72.83,RWH
282,0,1222,94,0,94,82.98,SPT
276,0,1195,92,0,91,68.13,SPT
289,0,1222,92,0,92,79.57,RWH
1084,0,3453,20,2,15,100.0,SPT
273,0,1183,91,0,91,74.73,RWH
282,0,1222,90,0,90,0.0,RWH
280,0,1188,91,1,90,73.33,RWH
273,0,1183,91,0,91,78.26,SPT
279,0,1202,92,0,92,71.74,SPT
2453,0,2137,20,0,11,90.91,RWH
282,0,1222,94,0,94,81.91,RWH
292,0,1238,90,0,90,0.0,RWH
280,0,1195,91,0,91,75.82,SPT
7706,0,988,3051,3047,0,0.0,SPEC
2590,0,1910,74,0,66,66.67,SPT
283,0,1202,91,0,91,66.3,SPT
7729,0,1092,2948,2946,1,0.0,RWH
1096,0,3197,23,2,18,94.44,RWH
0,0,1536,0,0,0,0.0,RWH
5311,0,8031,12,0,12,0.0,PF
3982,0,10490,11,0,11,81.82,FR
270,0,1170,90,0,90,70.0,SPT
519,0,1669,5,0,3,33.33,SPT
2192,0,2069,17,0,10,88.89,SPT
3909,0,2480,31,0,17,82.35,SPT
4655,0,12228,11,3024,11,0.0,PF
2035,0,1758,79,0,73,69.86,RWH
1301,0,1865,11,0,6,83.33,RWH
0,0,1536,0,0,0,0.0,SPT
3647,0,2220,65,0,53,60.38,RWH
5882,0,2955,45,0,25,92.0,SPT
6975,0,7950,0,0,0,0.0,SPEC
1142,0,3194,36,3,30,66.67,RWH
270,0,1170,88,0,88,0.0,RWH
276,0,1204,93,0,93,75.27,RWH
5835,0,2904,49,0,29,79.31,RWH
273,0,1186,92,0,92,75.0,RWH
5349,0,7757,0,0,0,0.0,FF
7745,0,1046,3007,3005,2,0.0,RWH
1248,0,1822,11,0,6,83.33,SPT
334,0,2201,0,0,0,0.0,SPT
6741,0,8330,0,0,0,0.0,SPEC
279,0,1212,94,0,94,82.98,RWH
1224,0,3258,66,2,61,70.49,RWH
5313,0,8038,12,3003,12,0.0,FF
4665,0,12245,12,0,12,0.0,PF
276,0,1190,91,0,91,70.33,RWH
1829,0,1994,14,0,8,87.5,SPT
3752,0,2268,65,0,53,62.26,SPT
0,0,1568,0,0,0,0.0,SPT
270,0,1174,91,0,91,67.78,SPT
988,0,2347,87,2,82,78.05,RWH
1130,0,3394,32,3,26,73.08,RWH
6139,0,2997,90,0,90,0.0,RWH
1112,0,3420,27,2,22,82.61,SPT
6885,0,8305,0,0,0,0.0,SPEC
1169,0,3334,45,3,39,58.97,RWH
5447,0,7718,12,2993,12,0.0,FF
5335,0,7986,0,0,0,0.0,PF
4798,0,2553,54,0,38,57.89,RWH
289,0,1228,93,0,93,76.34,RWH
289,0,1228,93,0,93,79.35,RWH
3739,0,2269,64,0,52,61.54,RWH
1553,0,1898,12,0,7,85.71,RWH
7715,0,983,3052,3046,11,0.0,RWH
7697,0,987,3045,3040,1,0.0,SPEC
273,0,1183,91,0,91,76.92,RWH
5383,0,2832,42,0,23,86.96,RWH
289,0,1228,93,0,93,81.72,RWH
279,0,1209,93,0,93,70.65,RWH
273,0,1183,91,0,91,78.02,RWH
5765,0,2910,44,0,24,91.67,RWH
282,0,1222,94,0,94,82.98,SPT
529,0,2586,2,1,0,0.0,SPT
173,0,1579,0,0,0,0.0,RWH
1198,0,3076,57,2,52,65.38,RWH
5342,0,8044,11,2972,11,0.0,FF
5692,0,2884,170,1,170,0.0,RWH
1042,0,1425,85,2970,82,65.85,SPT
1133,0,3430,33,3,27,74.07,SPT
4056,0,10597,12,0,12,91.67,FR
1650,0,1629,82,0,77,71.05,SPT
3830,0,10325,12,0,12,83.33,FR
4659,0,2512,54,3039,39,55.0,SPT
276,0,1196,92,0,92,70.65,SPT
286,0,1220,93,0,93,76.09,RWH
3847,0,2453,29,2966,16,81.25,SPT
948,0,1366,83,0,81,66.67,RWH
6978,0,7955,0,0,0,0.0,SPEC
3960,0,10486,13,0,13,84.62,FR
6764,0,8221,0,0,0,0.0,ST
0,0,1543,0,0,0,0.0,SPT
3328,0,2134,68,0,57,63.16,RWH
2716,0,2177,22,0,12,75.0,SPT
270,0,1173,91,0,91,75.82,SPT
832,0,3198,2,1,0,0.0,SPT
3836,0,10318,12,0,12,83.33,FR
287,0,1227,93,0,93,79.57,SPT
2108,0,1758,77,0,71,67.61,SPT
5941,0,2971,45,0,25,88.0,RWH
276,0,1196,92,0,92,70.65,RWH
3425,0,2356,27,0,15,80.0,SPT
5312,0,8035,11,0,11,0.0,FF
4984,0,2711,38,0,21,85.71,SPT
1114,0,3227,29,2,24,75.0,SPT
282,0,1222,90,0,90,0.0,RWH
282,0,1221,94,0,94,82.98,SPT
5364,0,7627,0,0,0,0.0,PF
286,0,1214,92,0,92,71.74,RWH
5312,0,8034,12,0,12,0.0,FF
4896,0,2613,55,0,39,56.41,SPT
7664,0,991,3022,3016,1,0.0,RWH
4052,0,10608,11,0,11,90.91,FR
1093,0,3230,90,2,90,0.0,RWH
5347,0,7899,12,3001,12,0.0,FF
273,0,1614,3,0,2,0.0,RWH
282,0,1218,93,0,93,81.72,RWH
5414,0,7693,12,0,12,0.0,FF
1018,0,2412,87,3,81,77.78,RWH
1216,0,1462,83,0,79,69.62,RWH
3907,0,2315,63,0,50,60.0,RWH
7722,0,1038,3007,3006,1,0.0,ST
270,0,1170,90,0,90,75.82,SPT
279,0,1209,93,0,93,81.52,RWH
664,0,1714,5,0,3,33.33,RWH
7708,0,1022,3015,3011,2,0.0,ST
281,0,1214,93,0,93,81.91,RWH
279,0,1209,93,0,93,77.42,RWH
0,0,1536,0,0,0,0.0,RWH
7471,0,927,2986,2978,2,0.0,RWH
930,0,1752,7,0,4,50.0,SPT
1547,0,1897,12,0,7,85.71,RWH
5426,0,2823,42,0,23,86.96,RWH
282,0,1222,94,0,94,80.65,SPT
279,0,1212,94,0,94,81.91,RWH
5458,0,2773,50,0,31,67.74,RWH
7681,0,971,3051,3048,0,0.0,ST
270,0,1171,90,0,91,73.63,SPT
3118,0,2056,69,0,59,64.41,RWH
1183,0,3093,52,2,47,61.7,SPT
3959,0,2343,63,0,50,60.0,SPT
3564,0,2213,90,0,90,0.0,RWH
270,0,1173,91,0,91,73.63,SPT
2490,0,2128,21,0,12,66.67,RWH
5397,0,7877,0,0,0,0.0,FF
1691,0,1621,81,0,76,69.74,SPT
276,0,1196,92,0,92,66.3,RWH
276,0,1196,92,0,92,81.32,SPT
5347,0,8029,0,0,0,0.0,FF
273,0,1583,3,0,2,0.0,SPT
286,0,1220,94,1,93,69.89,RWH
5155,0,2778,40,0,22,86.36,SPT
595,0,1665,5,0,3,66.67,RWH
6937,0,7979,0,0,0,0.0,ST
276,0,1199,93,0,93,74.19,RWH
3964,0,2465,88,3025,88,0.0,RWH
4447,0,2459,58,0,43,56.82,RWH
199,0,1961,90,0,90,0.0,RWH
2777,0,2186,22,0,12,83.33,RWH
279,0,1209,93,2857,93,75.27,SPT
1255,0,3099,61,2,56,67.86,SPT
4297,0,2569,33,0,18,83.33,RWH
1156,0,3099,43,2,38,56.41,RWH
3991,0,10697,11,0,11,90.91,FR
3395,0,2377,33,0,14,78.57,RWH
279,0,1215,94,0,94,82.98,SPT
288,0,1224,93,0,93,79.57,RWH
286,0,1214,93,1,92,70.65,RWH
0,0,1570,0,0,0,0.0,SPT
6750,0,8295,0,0,0,0.0,ST
7714,0,1037,3000,2999,0,0.0,ST
7729,0,1029,3015,3011,1,0.0,RWH
1472,0,1889,12,0,7,71.43,RWH
276,0,1189,92,0,92,70.65,SPT
1120,0,3195,31,2,26,73.08,RWH
0,0,1539,0,0,0,0.0,RWH
292,0,1234,94,1,93,81.72,RWH
6977,0,7951,0,0,0,0.0,ST
282,0,1222,94,0,94,82.8,RWH
3959,0,10642,11,0,11,90.91,FR
2454,0,1865,75,0,67,65.67,RWH
1175,0,3100,47,3,41,60.98,SPT
4427,0,2471,59,0,44,56.82,RWH
263,0,1144,88,0,88,60.67,RWH
1075,0,3264,16,2,11,100.0,RWH
254,0,2045,0,0,0,0.0,SPT
3188,0,2280,25,0,14,78.57,RWH
1612,0,3846,90,11,71,74.65,RWH
2167,0,2082,24,0,9,88.89,SPT
536,0,1644,5,0,3,33.33,RWH
5886,0,2958,45,0,25,92.0,RWH
4901,0,2640,56,0,40,60.0,SPT
273,0,1189,92,0,92,77.17,SPT
2558,0,2167,20,0,11,81.82,SPT
2751,0,1957,73,0,64,64.06,RWH
283,0,1196,90,0,90,65.56,RWH
5649,0,2900,44,0,24,87.5,RWH
4675,0,12266,12,2996,12,0.0,PF
276,0,1202,93,0,93,73.12,RWH
1219,0,3010,64,2,59,70.0,SPT
3943,0,10596,12,0,12,91.67,FR
6902,0,8147,0,0,0,0.0,SPEC
3854,0,10266,12,0,12,83.33,FR
1216,0,3031,63,2,58,69.49,SPT
923,0,1777,7,0,4,50.0,RWH
1270,0,2978,82,2,77,76.62,SPT
4034,0,10617,11,0,11,90.91,FR
6933,0,8007,0,0,0,0.0,SPEC
2032,0,2073,23,0,9,75.0,RWH
5581,0,2809,49,0,30,73.33,SPT
613,0,1271,86,0,85,63.53,RWH
4624,0,12197,11,3002,11,0.0,PF
5413,0,7688,12,0,12,0.0,PF
5017,0,2655,55,0,38,60.53,SPT
622,0,1273,87,0,86,63.53,RWH
270,0,1167,89,0,89,60.0,RWH
1074,0,1413,84,0,81,65.43,RWH
283,0,1201,92,1,91,75.82,RWH
4713,0,2674,36,0,20,85.0,SPT
1186,0,3052,53,2,48,62.5,SPT
4530,0,2605,34,0,19,84.21,RWH
286,0,1214,93,1,92,81.32,RWH
273,0,1184,91,0,91,78.02,RWH
1040,0,2468,86,2,81,79.01,SPT
286,0,1213,92,3027,92,66.3,SPT
1066,0,3219,14,2,9,100.0,RWH
7759,0,1056,3011,3006,1,0.0,ST
5122,0,2761,40,0,22,86.36,SPT
5318,0,8037,11,0,11,0.0,FF
276,0,1196,92,0,92,71.74,RWH
5311,0,8034,0,0,0,0.0,FF
5345,0,8024,12,0,12,0.0,PF
279,0,1209,93,0,93,75.27,SPT
4693,0,1568,12,3011,12,0.0,SPT
351,0,1604,3,0,2,0.0,SPT
4550,0,2635,34,0,19,84.21,SPT
0,0,1540,0,0,0,0.0,RWH
5761,0,2932,44,0,24,87.5,RWH
286,0,1212,93,1,92,73.91,SPT
282,0,1222,94,0,94,81.91,SPT
282,0,1221,93,0,93,79.57,RWH
1133,0,2647,170,2,170,0.0,RWH
6305,0,3079,48,0,26,92.31,RWH
5311,0,8032,0,0,0,0.0,FF
1120,0,3411,31,2,26,73.08,RWH
943,0,1374,84,0,82,57.32,RWH
300,0,1230,93,1,92,79.35,RWH
12,0,1591,90,0,90,0.0,RWH
7719,0,1036,3007,3000,0,0.0,ST
971,0,3206,90,2,90,0.0,RWH
532,0,1646,5,0,3,33.33,SPT
3734,0,2242,63,0,51,58.82,SPT
276,0,1196,92,0,92,67.39,RWH
1768,0,1971,14,0,8,75.0,RWH
280,0,1189,92,1,91,78.02,SPT
614,0,1698,5,0,3,66.67,SPT
1228,0,3247,67,2,62,70.97,RWH
762,0,1728,7,0,4,50.0,SPT
278,0,1204,92,0,92,69.57,SPT
292,0,1241,94,0,94,81.91,SPT
997,0,1770,90,3009,90,0.0,RWH
1171,0,3304,48,2,43,58.14,RWH
279,0,1214,94,0,94,81.91,RWH
4006,0,10689,11,0,11,90.91,FR
7730,0,1027,3019,3015,1,0.0,ST
3721,0,2259,65,0,53,60.38,SPT
2696,0,2172,90,0,90,0.0,RWH
4551,0,2521,60,0,44,59.09,SPT
1084,0,3471,19,2,14,100.0,SPT
436,0,1634,3,0,2,50.0,RWH
2136,0,1744,77,0,70,61.43,SPT
5312,0,8034,0,0,0,0.0,FF
6973,0,7969,0,0,0,0.0,SPEC
4609,0,12311,12,0,12,0.0,PF
273,0,1183,91,0,91,74.73,SPT
1078,0,3236,17,2,12,100.0,RWH
273,0,1176,91,0,91,76.92,RWH
5346,0,8009,11,3021,11,0.0,FF
280,0,1214,94,0,94,82.98,RWH
1237,0,3304,55,2,50,64.0,RWH
5454,0,7725,0,0,0,0.0,PF
276,0,1190,92,0,92,80.43,RWH
282,0,1222,94,0,94,82.98,SPT
292,0,1234,94,1,93,82.8,SPT
276,0,1196,92,0,92,72.04,SPT
1168,0,3112,47,2,42,59.52,SPT
791,0,2958,2,1,0,0.0,RWH
273,0,1185,91,0,91,79.12,SPT
282,0,1219,93,0,93,79.57,RWH
4926,0,2698,38,0,21,90.48,RWH
1135,0,3300,90,2,90,0.0,RWH
1087,0,3221,21,2,16,100.0,SPT
3919,0,10309,12,0,12,83.33,FR
280,0,1189,90,0,90,70.0,RWH
5466,0,7745,0,0,0,0.0,FF
5368,0,2766,51,0,33,66.67,RWH
279,0,1212,94,0,94,79.79,RWH
2815,0,1964,71,0,62,64.52,SPT
5311,0,8032,0,0,0,0.0,PF
1150,0,3115,42,2,37,59.46,SPT
282,0,1220,94,0,94,80.65,SPT
3092,0,2051,70,0,60,65.0,RWH
1242,0,2983,90,2,90,0.0,RWH
285,0,1190,91,1,90,70.0,RWH
4014,0,2511,31,0,17,82.35,SPT
282,0,1224,94,1,93,81.72,RWH
3755,0,2261,63,0,51,60.78,RWH
5443,0,7808,0,0,0,0.0,FF
6795,0,8397,0,0,0,0.0,ST
547,0,2624,2,1,0,0.0,SPT
6754,0,8269,0,0,0,0.0,ST
1847,0,1690,79,0,74,70.27,RWH
279,0,1210,94,0,94,79.79,RWH
6936,0,8003,0,0,0,0.0,SPEC
276,0,1196,92,0,92,66.3,SPT
6976,0,7954,0,0,0,0.0,ST
77,0,1691,0,0,0,0.0,SPT
585,0,1263,86,0,85,63.53,SPT
3837,0,2448,29,0,16,81.25,SPT
4665,0,12353,11,3048,11,0.0,PF
286,0,1211,92,0,92,67.39,RWH
3272,0,2113,67,0,57,63.16,SPT
1063,0,3222,12,2,7,100.0,SPT
18,0,1572,0,0,0,0.0,RWH
5347,0,7903,0,0,0,0.0,PF
283,0,1202,91,0,91,63.74,RWH
571,0,1683,5,2986,3,33.33,SPT
1150,0,3150,42,2,37,62.16,RWH
279,0,1209,93,0,93,78.49,RWH
0,0,1570,0,0,0,0.0,SPT
7639,0,1018,2982,2976,2,0.0,ST
3987,0,10498,11,0,11,81.82,FR
1138,0,3251,22,2,17,94.12,SPT
2982,0,2245,23,0,13,84.62,SPT
0,0,1568,0,0,0,0.0,RWH
3939,0,2456,88,0,88,0.0,RWH
1698,0,1944,12,0,7,71.43,SPT
1075,0,3249,16,2,11,100.0,RWH
282,0,1222,94,0,94,80.85,SPT
5325,0,7614,0,0,0,0.0,FF
1057,0,3498,10,2,5,100.0,RWH
276,0,1196,92,0,92,71.74,SPT
306,0,1238,93,1,92,78.26,SPT
3907,0,10443,12,0,12,91.67,FR
6901,0,8157,0,0,0,0.0,ST
282,0,1222,94,0,94,82.98,SPT
6860,0,8354,0,0,0,0.0,ST
1213,0,3034,63,2,58,68.97,SPT
276,0,1196,92,0,92,67.39,RWH
1165,0,3322,90,2,90,0.0,RWH
279,0,1209,90,3055,90,0.0,RWH
286,0,1214,93,1,92,81.52,RWH
3681,0,2371,29,0,16,81.25,RWH
2546,0,2145,20,0,11,90.91,RWH
3980,0,10533,12,0,12,91.67,FR
282,0,1227,90,3017,90,0.0,RWH
5440,0,7810,0,0,0,0.0,PF
7767,0,1048,3011,3006,32,0.0,RWH
6856,0,8397,0,0,0,0.0,SPEC
1081,0,3458,18,2,13,100.0,SPT
5301,0,2795,40,0,22,90.91,SPT
6880,0,8256,0,0,0,0.0,SPEC
282,0,1222,94,0,94,80.65,RWH
3188,0,2297,25,0,14,85.71,RWH
3980,0,10532,12,0,12,91.67,FR
7727,0,1033,3011,3005,70,0.0,RWH
289,0,1228,93,0,93,80.43,RWH
7632,0,990,3006,3000,2,0.0,RWH
0,0,1541,0,0,0,0.0,RWH
273,0,1183,91,0,91,60.44,SPT
7681,0,995,3027,3022,1,0.0,SPEC
1732,0,1961,14,0,8,75.0,RWH
3139,0,2275,23,0,13,76.92,SPT
286,0,1215,92,0,92,66.3,SPT
4943,0,2621,56,0,39,58.97,RWH
289,0,1228,93,0,93,73.12,RWH
1246,0,3035,74,2,69,75.36,SPT
1145,0,2737,84,2,79,77.22,RWH
2638,0,1925,75,0,66,64.62,SPT
2860,0,1974,72,0,62,64.52,SPT
0,0,1568,0,0,0,0.0,RWH
3975,0,2499,31,0,17,82.35,RWH
1156,0,3155,43,2,38,57.89,SPT
4690,0,12354,11,2972,11,0.0,PF
6978,0,7954,0,0,0,0.0,SPEC
276,0,1199,93,0,93,81.52,RWH
276,0,1196,92,0,92,66.3,SPT
1081,0,3281,18,2,13,100.0,SPT
6951,0,7953,0,0,0,0.0,SPEC
6156,0,3004,48,0,26,88.89,RWH
5110,0,2696,54,0,37,62.16,SPT
7696,0,973,3051,3047,94,0.0,RWH
4450,0,2577,34,0,19,84.21,SPT
273,0,1183,91,0,91,70.33,RWH
4533,0,12074,1,3040,1,0.0,PF
7637,0,991,3009,3007,2,0.0,SPEC
4028,0,10685,11,0,11,90.91,FR
5973,0,2952,48,0,28,82.14,SPT
1886,0,1696,79,0,74,68.49,SPT
3542,0,2204,66,0,54,64.81,RWH
3436,0,2332,27,0,15,86.67,RWH
499,0,2528,2,1,0,0.0,SPT
696,0,2852,2,1,0,0.0,RWH
289,0,1228,93,0,93,77.42,RWH
1132,0,3170,35,2,30,66.67,RWH
4840,0,2606,57,0,41,58.54,SPT
1042,0,3286,5,2,0,0.0,SPT
2331,0,1841,75,0,68,69.12,RWH
279,0,1209,93,0,93,77.42,SPT
7171,0,904,2848,2835,11,0.0,ST
282,0,1220,94,0,94,80.85,SPT
5215,0,2760,40,0,22,86.36,SPT
6978,0,7954,0,0,0,0.0,ST
273,0,1180,90,0,90,62.22,RWH
278,0,1205,93,0,93,76.34,RWH
641,0,2840,2,1,0,0.0,SPT
292,0,1241,94,0,94,82.98,SPT
283,0,1202,91,0,91,64.84,RWH
3960,0,10655,11,0,11,90.91,FR
4641,0,12338,12,3002,12,0.0,PF
1072,0,3248,15,2,10,100.0,SPT
1213,0,2866,83,2,78,76.92,RWH
5466,0,7745,11,3033,11,0.0,FF
6071,0,2985,47,0,27,88.46,SPT
1636,0,1923,12,0,7,71.43,SPT
1090,0,3433,21,2,16,94.12,RWH
5374,0,7633,0,0,0,0.0,PF
6971,0,7963,0,0,0,0.0,ST
1184,0,3319,50,3,44,61.36,RWH
6977,0,7953,0,0,0,0.0,SPEC
5930,0,2936,56,0,27,81.48,RWH
273,0,1183,91,0,91,78.26,SPT
4598,0,2522,58,0,43,57.14,SPT
7722,0,1043,3002,3001,0,0.0,SPEC
5429,0,7840,0,0,0,0.0,PF
270,0,1167,89,0,89,67.42,SPT
281,0,1193,91,1,90,72.22,RWH
722,0,1299,85,0,84,64.29,RWH
2371,0,2108,18,0,10,90.0,RWH
7675,0,1014,3006,3002,2,0.0,RWH
959,0,3174,2,1,0,0.0,SPT
5467,0,7768,0,0,0,0.0,PF
6210,0,3035,46,0,25,96.0,SPT
282,0,1222,94,0,94,79.79,RWH
1043,0,2718,86,2,81,77.78,SPT
1877,0,1681,78,0,73,68.49,RWH
282,0,1220,94,0,94,82.98,SPT
282,0,1225,95,0,95,82.11,RWH
1111,0,3221,28,2,23,78.26,SPT
2563,0,2149,20,0,11,81.82,RWH
280,0,1188,91,1,90,76.67,SPT
1180,0,3084,52,2,47,61.7,SPT
5386,0,7904,0,0,0,0.0,FF
290,0,1236,94,0,94,80.85,RWH
276,0,1202,93,0,93,73.12,SPT
1194,0,3067,56,2,51,66.67,SPT
6955,0,7952,0,0,0,0.0,SPEC
3831,0,10356,11,0,11,81.82,FR
